index,sequence_y,sequence_t,window_start_t,seq_len,seq_start_time,seq_end_time,seq_midpoint_time
0,"[0.6375265636068175, 0.540022500937539, 0.4575190632943027, 0.39751656319013406, 0.35501479228301314, 0.32001333388890885, 0.29251218800783363, 0.2625109379557493, 0.2400100004166852, 0.2200091670486266, 0.20500854202258267, 0.18750781282553675, 0.17250718779948926, 0.16250677111546352, 0.15250635443143423, 0.1400058335763994, 0.1300054168923701, 0.12250510437934992, 0.11750489603733527, 0.10500437518230044, 0.10000416684028224, 0.0925038543272656, 0.07500312513021257, 0.060002500104172185, 0.05500229176215754, 0.05500229176215754]","[13.680570023750988, 14.318096587357806, 14.858119088295345, 15.315638151589647, 15.713154714779781, 16.068169507062795, 16.388182840951703, 16.680695028959537, 16.943205966915286, 17.18321596733197, 17.403225134380598, 17.60823367640318, 17.795741489228718, 17.968248677028207, 18.13075544814367, 18.283261802575105, 18.423267636151504, 18.553273053043874, 18.675778157423224, 18.79328305346056, 18.89828742864286, 18.998291595483142, 19.090795449810408, 19.39080795033126, 19.450810450435434, 19.598316596524853]",0,26,13.680570023750988,19.598316596524853,16.63944331013792
1,"[0.4300179174132239, 0.3800158339930846, 0.3375140630859619, 0.30751281303387756, 0.28001166715279524, 0.2550106254427291, 0.23250968790366144, 0.21250885453560642, 0.20000833368056803, 0.1825076044835221, 0.1700070836284837, 0.15750656277344888, 0.14500604191841404, 0.1375057294053903, 0.12750531272136456, 0.10750447935330598, 0.10250427101129489, 0.08500354181424186, 0.08250343764323631, 0.04500187507812825]","[85.74607275303137, 86.1760906704446, 86.55610650443768, 86.89362056752364, 87.20113338055752, 87.48114504771031, 87.73615567315305, 87.96866536105671, 88.1811742155923, 88.38118254927288, 88.5636901537564, 88.73369723738489, 88.89120380015834, 89.03620984207674, 89.17371557148215, 89.3012208842035, 89.52873036376515, 89.63123463477645, 89.81374223925997, 90.15875661485894]",60,20,85.74607275303137,90.15875661485894,87.95241468394516
